Source,Target,Citation Type,Source Title,Target Title
09_907,08_143,cited,SZNCT v Minister for Immigration and Citizenship [2009] FCA 907 (21 August 2009),SZJXW v Minister for Immigration and Citizenship [2008] FCA 143 (28 February 2008)
09_907,08_1372,cited,SZNCT v Minister for Immigration and Citizenship [2009] FCA 907 (21 August 2009),SZIAI v Minister for Immigration and Citizenship [2008] FCA 1372 (8 September 2008)
09_907,06_76,applied,SZNCT v Minister for Immigration and Citizenship [2009] FCA 907 (21 August 2009),Applicant M67/2003 v Minister for Immigration and Multicultural Affairs [2006] FCA 76 (10 February 2006)
09_907,09_233,affirmed,SZNCT v Minister for Immigration and Citizenship [2009] FCA 907 (21 August 2009),SZMMP v Minister for Immigration and Citizenship (Corrigendum dated 18 March 2009) [2009] FCA 233 (17 March 2009)
09_907,07_1318,cited,SZNCT v Minister for Immigration and Citizenship [2009] FCA 907 (21 August 2009),Minister for Immigration and Citizenship v Le [2007] FCA 1318 (27 August 2007)
09_907,09_498,cited,SZNCT v Minister for Immigration and Citizenship [2009] FCA 907 (21 August 2009),Citrus Queensland Pty Ltd v Sunstate Orchards Pty Ltd (No 10) [2009] FCA 498 (15 May 2009)
09_907,08_246,applied,SZNCT v Minister for Immigration and Citizenship [2009] FCA 907 (21 August 2009),S1925 of 2003 v Minister for Immigration amp; Citizenship [2008] FCA 246 (5 March 2008)
07_531,06_641,cited,Meadow Springs Fairway Resort Ltd (In liquidation) v Colliers International Consultancy and Valuation Pty Ltd [2007] FCA 531 (12 April 2007),Council of the City of Sydney v Goldspar Australia Pty Limited [2006] FCA 641 (26 May 2006)
09_1518,08_1147,discussed,Procter v Kalivis [2009] FCA 1518 (17 December 2009),IO Group Inc v Prestige Club Australasia Pty Ltd [2008] FCA 1147 (8 August 2008)
09_1518,06_1234,cited,Procter v Kalivis [2009] FCA 1518 (17 December 2009),AWB Limited v Honourable Terence Rhoderic Hudson Cole (No 5) (with Corrigendum dated 25 October 2006) [2006] FCA 1234 (18 September 2006)
07_535,06_714,cited,Deputy Commissioner of Taxation v Vallod Pty Limited;in the matter of Vallod Pty Limited [2007] FCA 535 (5 April 2007),Deputy Commissioner of Taxation v Fairchild Development Pty Ltd (in liq); in the matter of Fairchild Development Pty Ltd (in liq) [2006] FCA 714 (24 May 2006)
06_728,06_16,distinguished,VWDC v Minister for Immigration and Multicultural Affairs [2006] FCA 728 (2 June 2006),Beyazkilinc v Manager Baxter Immigration Reception amp; Processing Centre [2006] FCA 16 (18 January 2006)
09_146,07_26,applied,SZMFL v Minister for Immigration and Citizenship [2009] FCA 146 (19 February 2009),Wight v Honourable Chris Pearce MP Parliamentary Secretary to the Treasurer [2007] FCA 26 (29 January 2007)
09_145,06_63,considered,SZLKP v Minister for Immigration and Citizenship [2009] FCA 145 (16 February 2009),Moore-McQuillan v Scot [2006] FCA 63 (10 February 2006)
09_144,07_26,applied,SZJLN v Minister for Immigration and Citizenship [2009] FCA 144 (16 February 2009),Wight v Honourable Chris Pearce MP Parliamentary Secretary to the Treasurer [2007] FCA 26 (29 January 2007)
06_724,06_16,applied,SZEJF v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 724 (9 June 2006),Beyazkilinc v Manager Baxter Immigration Reception amp; Processing Centre [2006] FCA 16 (18 January 2006)
06_724,06_431,cited,SZEJF v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 724 (9 June 2006),SZGDB v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 431 (21 April 2006)
06_727,06_94,cited,Universal City Studios LLLP v Hoey trading as DVD Kingdom [2006] FCA 727 (9 June 2006),Luna Park Sydney Pty Limited (ACN 102 907 184) v Bose [2006] FCA 94 (8 February 2006)
06_727,06_36,cited,Universal City Studios LLLP v Hoey trading as DVD Kingdom [2006] FCA 727 (9 June 2006),Wu v Avin Operations Pty Ltd (ACN 076 956 913) [2006] FCA 36 (3 February 2006)
06_733,06_16,followed,SZECG v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 733 (13 June 2006),Beyazkilinc v Manager Baxter Immigration Reception amp; Processing Centre [2006] FCA 16 (18 January 2006)
06_733,06_60,considered,SZECG v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 733 (13 June 2006),Commonwealth of Australia v Wood [2006] FCA 60 (9 February 2006)
06_1222,06_102,cited,Purchas in the matter of Estore Pty Limited (in liq) [2006] FCA 1222 (8 September 2006),Gidley in the matter of Aliance Motor Body Pty Limited (Subject to Deed of Company Arrangeme [2006] FCA 102 (16 February 2006)
06_1222,06_3,followed,Purchas in the matter of Estore Pty Limited (in liq) [2006] FCA 1222 (8 September 2006),SZAIX v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 3 (10 January 2006)
09_1521,08_1004,referred_to,Coshott v Barry [2009] FCA 1521 (18 December 2009),Dekkan v Evans [2008] FCA 1004 (3 July 2008)
06_1223,06_1222,applied,Purchas in the matter of Worldwide Workers Pty Limited (in liq) [2006] FCA 1223 (8 September 2006),Purchas in the matter of Estore Pty Limited (in liq) [2006] FCA 1222 (8 September 2006)
07_527,06_36,cited,Perpetual Trustees Australia Ltd v Wallace [2007] FCA 527 (18 April 2007),Wu v Avin Operations Pty Ltd (ACN 076 956 913) [2006] FCA 36 (3 February 2006)
09_1526,06_63,cited,Islam v Minister for Immigration and Citizenship (includes corrigendum dated 22 January 2010) [2009] FCA 1526 (18 December 2009),Moore-McQuillan v Scot [2006] FCA 63 (10 February 2006)
09_1526,09_1211,cited,Islam v Minister for Immigration and Citizenship (includes corrigendum dated 22 January 2010) [2009] FCA 1526 (18 December 2009),Shingles v Defence Force Retirement and Death Benefits Authority [2009] FCA 1211 (30 October 2009)
09_135,09_14,cited,Pioneer Computers Australia Pty Limited v Pioneer KK (includes corrigendum dated 18 September 2009) [2009] FCA 135 (23 February 2009),Norman in the matter of The Executors and Trustees of the Deceased Estate of McFarlane v McFarlane [2009] FCA 14 (15 January 2009)
09_135,08_1005,cited,Pioneer Computers Australia Pty Limited v Pioneer KK (includes corrigendum dated 18 September 2009) [2009] FCA 135 (23 February 2009),E. amp; J. Gallo Winery v Lion Nathan Pty Limited (No 2) [2008] FCA 1005 (27 June 2008)
09_135,08_100,cited,Pioneer Computers Australia Pty Limited v Pioneer KK (includes corrigendum dated 18 September 2009) [2009] FCA 135 (23 February 2009),Health World Limited v Shin-Sun Australia Pty Ltd [2008] FCA 100 (21 February 2008)
09_135,08_934,referred_to,Pioneer Computers Australia Pty Limited v Pioneer KK (includes corrigendum dated 18 September 2009) [2009] FCA 135 (23 February 2009),E. amp; J. Gallo Winery v Lion Nathan Australia Pty Limited [2008] FCA 934 (20 June 2008)
09_135,08_35,cited,Pioneer Computers Australia Pty Limited v Pioneer KK (includes corrigendum dated 18 September 2009) [2009] FCA 135 (23 February 2009),Fitzpatrick v Keelty [2008] FCA 35 (31 January 2008)
06_745,06_652,referred_to,Paras v Public Service Body Head of the Department of Infrastructure (No 3) [2006] FCA 745 (15 June 2006),Paras v Public Service Body Head of the Department of Infrastructure (No 2) [2006] FCA 652 (26 May 2006)
08_331,07_1684,followed,Karsten v Federal Republic of Germany [2008] FCA 331 (14 March 2008),Tervonen v Minister for Justice and Customs (No 2) [2007] FCA 1684 (6 November 2007)
08_331,07_191,followed,Karsten v Federal Republic of Germany [2008] FCA 331 (14 March 2008),Dunstan v Human Rights and Equal Opportunity Commission [2007] FCA 191 (9 February 2007)
08_331,08_24,followed,Karsten v Federal Republic of Germany [2008] FCA 331 (14 March 2008),Orrcon Operations Pty Ltd v Capital Steel amp; Pipe Pty Ltd (No 2) [2008] FCA 24 (24 January 2008)
08_331,06_1416,followed,Karsten v Federal Republic of Germany [2008] FCA 331 (14 March 2008),Commonwealth Bank of Australia (ACN 123 123 124) v ACN 000 247 601 Pty Limited (in liq) (For [2006] FCA 1416 (2 November 2006)
08_331,06_40,followed,Karsten v Federal Republic of Germany [2008] FCA 331 (14 March 2008),Applicants A277/2002 v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 40 (3 February 2006)
08_331,07_20,cited,Karsten v Federal Republic of Germany [2008] FCA 331 (14 March 2008),Pull v Minister for Immigration and Multicultural and Indigenous Affairs [2007] FCA 20 (23 January 2007)
09_129,08_1777,applied,Deputy Commissioner of Taxation v Neo Rock Pty Ltd [2009] FCA 129 (12 February 2009),Grant Thornton Services (NSW) Pty Limited v St. George Wholesale Distributors Pty Limited [2008] FCA 1777 (7 November 2008)
09_1532,07_511,followed,Edwards v Santos Limited [2009] FCA 1532 (18 December 2009),White Industries Aust Ltd v Commissioner of Taxation (includes corrigendum dated 16 April 2007) [2007] FCA 511 (11 April 2007)
09_1531,07_1985,referred_to,Chamberlain v RGamp;H Investments Pty Limited in the matter of Hardy Bros (Earthmoving) Pty Limited (in liq) (No 2) [2009] FCA 1531 (18 December 2009),Read in the matter of Forestview Nominees Pty Ltd; Australian Securities amp; Investments Commission v Forestview Nominees Pty Ltd ACN 063 440 102 (Receivers and Managers Appointed) (In Liquidation) [2007] FCA 1985 (12 December 2007)
09_1531,07_1375,referred_to,Chamberlain v RGamp;H Investments Pty Limited in the matter of Hardy Bros (Earthmoving) Pty Limited (in liq) (No 2) [2009] FCA 1531 (18 December 2009),Stewart in the matter of Newtronics Pty Ltd [2007] FCA 1375 (28 August 2007)
09_1533,09_1225,considered,Australian Communications and Media Authority v Mobilegate Ltd A Company Incorporated in Hong Kong (No 6) [2009] FCA 1533 (16 December 2009),Australian Communications and Media Authority v Mobilegate Ltd A Company Incorporated in Hong Kong (No 4) [2009] FCA 1225 (23 October 2009)
06_1215,06_21,referred_to,Australian Competition and Consumer Commission v Auspine Limited [2006] FCA 1215 (7 September 2006),Australian Competition and Consumer Commission v Australian Safeway Stores Pty Limited (No 4) [2006] FCA 21 (31 January 2006)
07_553,07_20,discussed,Lo v Minister for Immigration amp; Citizenship [2007] FCA 553 (18 April 2007),Pull v Minister for Immigration and Multicultural and Indigenous Affairs [2007] FCA 20 (23 January 2007)
07_557,06_1084,cited,BHP Billiton Iron Ore Pty Ltd v National Competition Council (No 2) [2007] FCA 557 (19 April 2007),SZIGE v Minister for Immigration and Multicultural Affairs [2006] FCA 1084 (22 August 2006)
07_557,06_1764,referred_to,BHP Billiton Iron Ore Pty Ltd v National Competition Council (No 2) [2007] FCA 557 (19 April 2007),BHP Billiton Iron Ore Pty Ltd v The National Competition Council [2006] FCA 1764 (18 December 2006)
09_166,07_2106,applied,Toia v Minister for Immigration and Citizenship [2009] FCA 166 (27 February 2009),Lesuma v Minister for Immigration and Citizenship No 2 [2007] FCA 2106 (19 December 2007)
09_166,08_215,applied,Toia v Minister for Immigration and Citizenship [2009] FCA 166 (27 February 2009),Shuster v Minister for Immigration amp; Citizenship [2008] FCA 215 (7 March 2008)
06_748,06_383,referred_to,Lactos Fresh Pty Ltd v Finishing Services Pty Ltd (No 2) [2006] FCA 748 (15 June 2006),Inspector General in Bankruptcy v Bradshaw (No 2) [2006] FCA 383 (7 April 2006)
06_755,06_540,referred_to,Dresna Pty Ltd v Linknarf Management Services Pty Ltd (In Liq) (No 2) [2006] FCA 755 (15 June 2006),Dresna Pty Ltd v Linknarf Management Services Pty Ltd (In Liq) [2006] FCA 540 (12 May 2006)
08_368,07_26,followed,SZIMG v Minister for Immigration and Citizenship [2008] FCA 368 (20 March 2008),Wight v Honourable Chris Pearce MP Parliamentary Secretary to the Treasurer [2007] FCA 26 (29 January 2007)
08_368,06_152,applied,SZIMG v Minister for Immigration and Citizenship [2008] FCA 368 (20 March 2008),NAHR v Minister for Immigration amp; Multicultural Affairs [2006] FCA 152 (24 February 2006)
06_1244,06_457,discussed,SZEXF v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 1244 (18 September 2006),SZGZW v Minister for Immigration Multicultural and Indigenous Affairs [2006] FCA 457 (28 April 2006)
06_1244,06_203,referred_to,SZEXF v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 1244 (18 September 2006),SZHJR v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 203 (13 March 2006)
09_1501,07_1174,cited,Bienstein v Attorney General [2009] FCA 1501 (15 December 2009),Bienstein v Attorney-General [2007] FCA 1174 (8 August 2007)
09_1500,06_1352,cited,Wang v Anying Group Pty Ltd [2009] FCA 1500 (14 December 2009),Boston Commercial Services Pty Ltd v GE Capital Finance Australasia Pty Ltd [2006] FCA 1352 (16 October 2006)
09_1500,08_100,applied,Wang v Anying Group Pty Ltd [2009] FCA 1500 (14 December 2009),Health World Limited v Shin-Sun Australia Pty Ltd [2008] FCA 100 (21 February 2008)
09_1500,08_955,applied,Wang v Anying Group Pty Ltd [2009] FCA 1500 (14 December 2009),Dandaven v Harbeth Holdings Pty Ltd [2008] FCA 955 (25 June 2008)
09_1500,09_6,applied,Wang v Anying Group Pty Ltd [2009] FCA 1500 (14 December 2009),Sebel Furniture Limited v Acoustic amp; Felts Pty Limited [2009] FCA 6 (12 January 2009)
09_1502,08_123,followed,P Dawson Nominees Pty Ltd v Australian Securities and Investments Commission (No 4) [2009] FCA 1502 (15 December 2009),SZCXF v Minister for Immigration and Citizenship [2008] FCA 123 (20 February 2008)
09_1505,09_1222,considered,Wilkshire v Registrar of Trade Marks (No 2) [2009] FCA 1505 (15 December 2009),Wilkshire v Registrar of Trade Marks (includes corrigendum dated 14 December 2009) [2009] FCA 1222 (30 October 2009)
06_1229,06_107,applied,Tran v Minister for Immigration amp; Multicultural Affairs [2006] FCA 1229 (12 September 2006),Chief Executive Officer of Customs v Biocontrol Ltd [2006] FCA 107 (16 February 2006)
09_158,08_1125,considered,SZLJF v Minister for Immigration and Citizenship [2009] FCA 158 (17 February 2009),SZKLK v Minister for Immigration [2008] FCA 1125 (4 August 2008)
09_158,08_269,applied,SZLJF v Minister for Immigration and Citizenship [2009] FCA 158 (17 February 2009),SZEEU v Minister for Immigration and Citizenship [2008] FCA 269 (7 March 2008)
09_158,07_26,considered,SZLJF v Minister for Immigration and Citizenship [2009] FCA 158 (17 February 2009),Wight v Honourable Chris Pearce MP Parliamentary Secretary to the Treasurer [2007] FCA 26 (29 January 2007)
06_761,06_176,referred_to,MZWKJ v Minister for Immigration and Multicultural Affairs [2006] FCA 761 (20 June 2006),Applicant M47/2004 v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 176 (9 March 2006)
06_1234,06_571,discussed,AWB Limited v Honourable Terence Rhoderic Hudson Cole (No 5) (with Corrigendum dated 25 October 2006) [2006] FCA 1234 (18 September 2006),AWB Limited v Honourable Terence Rhoderic Hudson Cole (includes Summary) [2006] FCA 571 (17 May 2006)
06_1234,06_781,considered,AWB Limited v Honourable Terence Rhoderic Hudson Cole (No 5) (with Corrigendum dated 25 October 2006) [2006] FCA 1234 (18 September 2006),Restom v Battenberg in the matter of Battenberg [2006] FCA 781 (22 June 2006)
06_1234,06_348,cited,AWB Limited v Honourable Terence Rhoderic Hudson Cole (No 5) (with Corrigendum dated 25 October 2006) [2006] FCA 1234 (18 September 2006),Seven Network Limited v News Limited (No 12) [2006] FCA 348 (3 April 2006)
06_1234,06_772,considered,AWB Limited v Honourable Terence Rhoderic Hudson Cole (No 5) (with Corrigendum dated 25 October 2006) [2006] FCA 1234 (18 September 2006),Australian Securities and Investments Commission v Mercorella (No 3) [2006] FCA 772 (21 June 2006)
09_1514,06_44,cited,Aged Care Standards and Accreditation Agency Ltd v Administrative Appeals Tribunal [2009] FCA 1514 (17 December 2009),Broad Construction Services (WA) Pty Ltd v The Construction Forestry Mining and Energy Union of Workers (No 2) [2006] FCA 44 (6 February 2006)
09_1514,06_52,cited,Aged Care Standards and Accreditation Agency Ltd v Administrative Appeals Tribunal [2009] FCA 1514 (17 December 2009),Richmond Sales Pty Ltd (In Liq) v Robert McDermott [2006] FCA 52 (8 February 2006)
09_1515,09_1196,related,Comcare v John Holland Pty Ltd (No 2) [2009] FCA 1515 (17 December 2009),Comcare v John Holland Pty Ltd [2009] FCA 1196 (23 October 2009)
09_1515,08_8,applied,Comcare v John Holland Pty Ltd (No 2) [2009] FCA 1515 (17 December 2009),Blue Wedges Inc v Minister for the Environment Heritage amp; the Arts [2008] FCA 8 (15 January 2008)
09_1515,07_662,applied,Comcare v John Holland Pty Ltd (No 2) [2009] FCA 1515 (17 December 2009),Comcare v Commonwealth of Australia (Corrigendumdated 8 May 2007) [2007] FCA 662 (4 May 2007)
07_575,07_44,cited,Buhr v Comcare [2007] FCA 575 (24 April 2007),Bodum v Housewares International Limited [2007] FCA 44 (6 February 2007)
09_182,08_145,cited,SZMUF v Minister for Immigration and Citizenship [2009] FCA 182 (2 March 2009),SZKRR v Minister for Immigration amp; Citizenship [2008] FCA 145 (21 February 2008)
09_182,07_1318,cited,SZMUF v Minister for Immigration and Citizenship [2009] FCA 182 (2 March 2009),Minister for Immigration and Citizenship v Le [2007] FCA 1318 (27 August 2007)
09_180,06_670,referred_to,People Telecom Limited in the matter of People Telecom Limited [2009] FCA 180 (25 February 2009),SFE Corporation Limited in the matter of SFE Corporation Limited [2006] FCA 670 (31 May 2006)
09_180,07_770,referred_to,People Telecom Limited in the matter of People Telecom Limited [2009] FCA 180 (25 February 2009),APN News amp; Media Limited in the matter of APN News amp; Media Limited [2007] FCA 770 (20 April 2007)
07_577,06_68,considered,Murdaca v Accounts Control Management Services Pty Ltd [2007] FCA 577 (30 April 2007),Bayer Bioscience NV v Deltapine Australia Pty Ltd [2006] FCA 68 (10 February 2006)
08_1707,07_26,applied,SZLYF v Minister for Immigration and Citizenship [2008] FCA 1707 (11 November 2008),Wight v Honourable Chris Pearce MP Parliamentary Secretary to the Treasurer [2007] FCA 26 (29 January 2007)
09_188,06_598,cited,Whittaker v Child Support Registrar [2009] FCA 188 (4 March 2009),Lord v Agreserves Australia Limited ACN 080 646 251 [2006] FCA 598 (11 May 2006)
08_1706,08_28,followed,Done v Financial Wisdom Limited (includes addendum dated 18 December 2008) [2008] FCA 1706 (14 November 2008),Washington v Hadgkiss [2008] FCA 28 (29 January 2008)
08_386,07_672,applied,Australian Securities and Investments Commission v Albarran (No 2) [2008] FCA 386 (27 March 2008),Australian Securities amp; Investments Commission v Pappas [2007] FCA 672 (9 May 2007)
06_772,06_15,cited,Australian Securities and Investments Commission v Mercorella (No 3) [2006] FCA 772 (21 June 2006),Intellectual Property Pty Ltd (ACN 089 962 041) v Mygroups Pty Ltd (ACN 116 583 748) [2006] FCA 15 (23 January 2006)
06_772,06_16,cited,Australian Securities and Investments Commission v Mercorella (No 3) [2006] FCA 772 (21 June 2006),Beyazkilinc v Manager Baxter Immigration Reception amp; Processing Centre [2006] FCA 16 (18 January 2006)
08_388,06_1694,cited,Ogawa v Parker [2008] FCA 388 (10 March 2008),Ogawa v Minister for Immigration and Multicultural Affairs and Anor [2006] FCA 1694 (15 December 2006)
06_1663,06_52,cited,Pfizer Products Inc v Karam [2006] FCA 1663 (1 December 2006),Richmond Sales Pty Ltd (In Liq) v Robert McDermott [2006] FCA 52 (8 February 2006)
06_1661,06_1403,related,Australian Naturalcare Products Pty Ltd v McGrath; inthe matter of Pan Pharmaceuticals Limited (in liq) [2006] FCA 1661 (24 November 2006),Australian Naturalcare Products Pty Ltd v McGrath; inthe matter of Pan Pharmaceuticals Limi [2006] FCA 1403 (31 October 2006)
06_1667,06_416,affirmed,Byrne v Repatriation Commission [2006] FCA 1667 (5 December 2006),Spalla v St George Wholesale Finance Pty Ltd [2006] FCA 416 (18 April 2006)
07_583,06_40,cited,Rawley Pty Ltd ACN 009 027 454 v Bell (No 2)(Corrigendum dated 20 June 2007) [2007] FCA 583 (26 April 2007),Applicants A277/2002 v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 40 (3 February 2006)
07_583,06_44,applied,Rawley Pty Ltd ACN 009 027 454 v Bell (No 2)(Corrigendum dated 20 June 2007) [2007] FCA 583 (26 April 2007),Broad Construction Services (WA) Pty Ltd v The Construction Forestry Mining and Energy Union of Workers (No 2) [2006] FCA 44 (6 February 2006)
08_1718,06_1352,referred_to,Gargan v Kippin Investments Pty Ltd [2008] FCA 1718 (29 October 2008),Boston Commercial Services Pty Ltd v GE Capital Finance Australasia Pty Ltd [2006] FCA 1352 (16 October 2006)
08_1718,08_1066,referred_to,Gargan v Kippin Investments Pty Ltd [2008] FCA 1718 (29 October 2008),Samootin v Wagner [2008] FCA 1066 (21 July 2008)
09_177,08_622,referred_to,Collective Olive Groves Limited in the matter of Collective Olive Groves Limited; application by Reidy [2009] FCA 177 (19 February 2009),Ex parte Vouris; in the matter of Marrickville Bowling amp; Recreation Club Ltd (under administration) [2008] FCA 622 (30 April 2008)
09_175,08_20,cited,SZMTJ v Minister for Immigration and Citizenship [2009] FCA 175 (27 February 2009),Australian Competition amp; Consumer Commission v Kokos International Pty Ltd (No 3) [2008] FCA 20 (17 January 2008)
09_175,08_599,cited,SZMTJ v Minister for Immigration and Citizenship [2009] FCA 175 (27 February 2009),SZGBI v Minister for Immigration amp; Citizenship [2008] FCA 599 (7 May 2008)
08_373,06_1297,cited,Readymix Holdings International Pte Ltd v Wieland Process Equipment Pty Ltd [2008] FCA 373 (20 March 2008),Readymix Holdings International Pte Ltd v Wieland Process Equipment Pty Ltd [2006] FCA 1297 (29 September 2006)
08_375,07_1509,cited,Barrett Property Group Pty Ltd v Carlisle Homes Pty Ltd [2008] FCA 375 (20 March 2008),Barrett Property Group Pty Ltd v Metricon Homes Pty Ltd [2007] FCA 1509 (28 September 2007)
08_377,06_1352,cited,Tosich v Tasman Investment Management Limited [2008] FCA 377 (20 March 2008),Boston Commercial Services Pty Ltd v GE Capital Finance Australasia Pty Ltd [2006] FCA 1352 (16 October 2006)
08_370,07_1873,approved,Australian Competition amp; Consumer Commission v Original Mamas Pizza amp; Ribs Pty Ltd [2008] FCA 370 (18 March 2008),Australian Securities amp; Investments Commission v Citrofresh International Ltd (ACN 064 551 426) [2007] FCA 1873 (30 November 2007)
06_1653,06_733,cited,SZAQI v Minister for Immigration amp; Multicultural Affairs [2006] FCA 1653 (19 December 2006),SZECG v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 733 (13 June 2006)
06_1653,06_16,considered,SZAQI v Minister for Immigration amp; Multicultural Affairs [2006] FCA 1653 (19 December 2006),Beyazkilinc v Manager Baxter Immigration Reception amp; Processing Centre [2006] FCA 16 (18 January 2006)
06_1654,06_1413,cited,O*Sullivan v Parkin [2006] FCA 1654 (27 November 2006),Parkin v O*Sullivan [2006] FCA 1413 (3 November 2006)
08_371,07_1701,cited,Middleton Nominees Pty Ltd v Westpac Banking Corporation [2008] FCA 371 (19 March 2008),Star City Pty Limited v Commissioner of Taxation [2007] FCA 1701 (9 November 2007)
07_595,06_642,cited,Burgess v Centrelink [2007] FCA 595 (24 April 2007),Cooper v Universal Music Australia Pty Ltd [2006] FCA 642 (29 May 2006)
07_591,06_607,considered,Fisher v Minister for Immigration and Citizenship [2007] FCA 591 (30 April 2007),Ogawa v Registrar of the High Court of Australia [2006] FCA 607 (16 May 2006)
07_591,06_361,considered,Fisher v Minister for Immigration and Citizenship [2007] FCA 591 (30 April 2007),Ogawa v Federal Magistrate Phipps (with Corrigendumdated 11 April 2006) [2006] FCA 361 (4 April 2006)
07_591,07_14,discussed,Fisher v Minister for Immigration and Citizenship [2007] FCA 591 (30 April 2007),Australian Competition and Consumer Commission v Boral Ltd [2007] FCA 14 (22 January 2007)
08_1733,08_722,related,BRGAG of 2008 v Minister for Immigration and Citizenship [2008] FCA 1733 (18 November 2008),SZGDJ v Minister for Immigration and Citizenship [2008] FCA 722 (20 May 2008)
08_1734,07_26,applied,SZLWF v Minister for Immigration and Citizenship [2008] FCA 1734 (12 November 2008),Wight v Honourable Chris Pearce MP Parliamentary Secretary to the Treasurer [2007] FCA 26 (29 January 2007)
06_1681,06_1426,followed,MZWGB v Minister for Immigration and Multicultural Affairs [2006] FCA 1681 (5 December 2006),Han v Minister for Immigration and Multicultural Affairs [2006] FCA 1426 (31 October 2006)
06_1200,06_174,cited,Rio Tinto Ltd v Commissioner of Taxation [2006] FCA 1200 (4 September 2006),Seven Network Limited v News Limited (No 11) [2006] FCA 174 (6 March 2006)
06_1200,06_571,cited,Rio Tinto Ltd v Commissioner of Taxation [2006] FCA 1200 (4 September 2006),AWB Limited v Honourable Terence Rhoderic Hudson Cole (includes Summary) [2006] FCA 571 (17 May 2006)
06_1201,06_17,cited,Sims in the matter of Huon Corporation Pty Limited (Administrators Appointed) [2006] FCA 1201 (1 September 2006),Handberg in the matter of Greight Pty Ltd (in liq) [2006] FCA 17 (25 January 2006)
06_792,06_36,discussed,Wu v Avin Operations Pty Ltd (No 2) [2006] FCA 792 (27 June 2006),Wu v Avin Operations Pty Ltd (ACN 076 956 913) [2006] FCA 36 (3 February 2006)
06_1688,06_1624,referred_to,Jewiss v Deputy Commissioner of Taxation [2006] FCA 1688 (5 December 2006),MZXJN v Minister for Immigration amp; Multicultural Affairs [2006] FCA 1624 (21 November 2006)
06_1688,06_1147,referred_to,Jewiss v Deputy Commissioner of Taxation [2006] FCA 1688 (5 December 2006),Tepperova v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 1147 (29 August 2006)
07_123,06_507,followed,MZXIW v Minister for Immigration and Multicultural Affairs [2007] FCA 123 (14 February 2007),MZXEF v Minister for Immigration and Multicultural Affairs (with Corrigendum dated 2 June 2006) [2006] FCA 507 (8 May 2006)
07_121,06_643,followed,Australian Securities and Investments Commission v Citigroup Global Markets Australia Pty Limited (ACN 113 114832) (No. 2) [2007] FCA 121 (7 February 2007),S238/2003 v Minister for Immigration and Multiculturaland Indigenous Affairs [2006] FCA 643 (30 May 2006)
09_197,07_20,cited,Jalagam v Minister for Immigration amp; Citizenship [2009] FCA 197 (6 March 2009),Pull v Minister for Immigration and Multicultural and Indigenous Affairs [2007] FCA 20 (23 January 2007)
09_197,07_1980,applied,Jalagam v Minister for Immigration amp; Citizenship [2009] FCA 197 (6 March 2009),SZFNX v Minister for Immigration and Citizenship [2007] FCA 1980 (13 December 2007)
09_196,06_755,considered,Szencorp Pty Ltd v Clean Energy Council Limited (No 2) [2009] FCA 196 (10 March 2009),Dresna Pty Ltd v Linknarf Management Services Pty Ltd (In Liq) (No 2) [2006] FCA 755 (15 June 2006)
06_326,06_83,followed,Australian Prudential Regulation Authority v Siminton [2006] FCA 326 (30 March 2006),Louis Vuitton Malletier SA v Design Elegance Pty Ltd [2006] FCA 83 (14 February 2006)
08_1740,07_1918,cited,BRGAD of 2008 v Minister for Immigration and Citizenship [2008] FCA 1740 (18 November 2008),QAAA of 2004 v Minister for Immigration and Multicultural and Indigenous Affairs [2007] FCA 1918 (6 December 2007)
08_390,06_63,followed,SZDFZ v Minister for Immigration amp; Citizenship [2008] FCA 390 (2 April 2008),Moore-McQuillan v Scot [2006] FCA 63 (10 February 2006)
08_390,06_231,followed,SZDFZ v Minister for Immigration amp; Citizenship [2008] FCA 390 (2 April 2008),VWFP and VWFQ v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 231 (16 March 2006)
08_390,07_1747,followed,SZDFZ v Minister for Immigration amp; Citizenship [2008] FCA 390 (2 April 2008),SZINP v Minister for Immigration and Citizenship [2007] FCA 1747 (15 November 2007)
06_1672,06_93,cited,Citrus Queensland Pty Ltd v Sunstate Orchards Pty Ltd (No 5) [2006] FCA 1672 (5 December 2006),SZEYH v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 93 (9 March 2006)
